state_key,state,day,confirmed,previous_date,difference_previous_date,population,positivity_per_mil,fully_vaccinated,vaccinated_previous,vaccinated_daily,vaccinated_per_mil
35,Alabama,2020-04-12,3667,,,5024279,,,,,
35,Alabama,2020-04-13,3870,3667,203,5024279,40,,,,
35,Alabama,2020-04-14,4041,3870,171,5024279,34,,,,
35,Alabama,2020-04-15,4307,4041,266,5024279,53,,,,
35,Alabama,2020-04-16,4465,4307,158,5024279,31,,,,
35,Alabama,2020-04-17,4557,4465,92,5024279,18,,,,
35,Alabama,2020-04-18,4788,4557,231,5024279,46,,,,
35,Alabama,2020-04-19,4978,4788,190,5024279,38,,,,
35,Alabama,2020-04-20,5163,4978,185,5024279,37,,,,
35,Alabama,2020-04-21,5404,5163,241,5024279,48,,,,
35,Alabama,2020-04-22,5692,5404,288,5024279,57,,,,
35,Alabama,2020-04-24,5899,5692,207,5024279,41,,,,
35,Alabama,2020-04-25,6092,5899,193,5024279,38,,,,
35,Alabama,2020-04-26,6274,6092,182,5024279,36,,,,
35,Alabama,2020-04-27,6475,6274,201,5024279,40,,,,
35,Alabama,2020-04-28,6621,6475,146,5024279,29,,,,
35,Alabama,2020-04-29,6820,6621,199,5024279,40,,,,
35,Alabama,2020-04-30,6979,6820,159,5024279,32,,,,
35,Alabama,2020-05-01,7187,6979,208,5024279,41,,,,
35,Alabama,2020-05-02,7440,7187,253,5024279,50,,,,
35,Alabama,2020-05-03,7700,7440,260,5024279,52,,,,
35,Alabama,2020-05-04,7977,7700,277,5024279,55,,,,
35,Alabama,2020-05-05,8203,7977,226,5024279,45,,,,
35,Alabama,2020-05-06,8520,8203,317,5024279,63,,,,
35,Alabama,2020-05-07,8769,8520,249,5024279,50,,,,
35,Alabama,2020-05-08,9115,8769,346,5024279,69,,,,
35,Alabama,2020-05-09,9437,9115,322,5024279,64,,,,
35,Alabama,2020-05-10,9720,9437,283,5024279,56,,,,
35,Alabama,2020-05-11,9982,9720,262,5024279,52,,,,
35,Alabama,2020-05-12,10262,9982,280,5024279,56,,,,
35,Alabama,2020-05-13,10566,10262,304,5024279,61,,,,
35,Alabama,2020-05-14,10822,10566,256,5024279,51,,,,
35,Alabama,2020-05-15,11161,10822,339,5024279,67,,,,
35,Alabama,2020-05-16,11494,11161,333,5024279,66,,,,
35,Alabama,2020-05-17,11828,11494,334,5024279,66,,,,
35,Alabama,2020-05-18,12137,11828,309,5024279,62,,,,
35,Alabama,2020-05-19,12438,12137,301,5024279,60,,,,
35,Alabama,2020-05-20,12825,12438,387,5024279,77,,,,
35,Alabama,2020-05-21,13186,12825,361,5024279,72,,,,
35,Alabama,2020-05-22,13590,13186,404,5024279,80,,,,
35,Alabama,2020-05-23,13954,13590,364,5024279,72,,,,
35,Alabama,2020-05-24,14328,13954,374,5024279,74,,,,
35,Alabama,2020-05-25,14676,14328,348,5024279,69,,,,
35,Alabama,2020-05-26,15309,14676,633,5024279,126,,,,
35,Alabama,2020-05-27,15899,15309,590,5024279,117,,,,
35,Alabama,2020-05-28,16263,15899,364,5024279,72,,,,
35,Alabama,2020-05-29,16749,16263,486,5024279,97,,,,
35,Alabama,2020-05-30,17262,16749,513,5024279,102,,,,
35,Alabama,2020-05-31,17689,17262,427,5024279,85,,,,
35,Alabama,2020-06-01,18200,17689,511,5024279,102,,,,
35,Alabama,2020-06-02,18525,18200,325,5024279,65,,,,
35,Alabama,2020-06-03,18734,18525,209,5024279,42,,,,
35,Alabama,2020-06-04,18954,18734,220,5024279,44,,,,
35,Alabama,2020-06-05,19262,18954,308,5024279,61,,,,
35,Alabama,2020-06-06,19910,19262,648,5024279,129,,,,
35,Alabama,2020-06-07,20355,19910,445,5024279,89,,,,
35,Alabama,2020-06-08,20777,20355,422,5024279,84,,,,
35,Alabama,2020-06-09,21268,20777,491,5024279,98,,,,
35,Alabama,2020-06-10,21834,21268,566,5024279,113,,,,
35,Alabama,2020-06-11,22659,21834,825,5024279,164,,,,
35,Alabama,2020-06-12,23370,22659,711,5024279,142,,,,
35,Alabama,2020-06-13,24405,23370,1035,5024279,206,,,,
35,Alabama,2020-06-14,25364,24405,959,5024279,191,,,,
35,Alabama,2020-06-15,26182,25364,818,5024279,163,,,,
35,Alabama,2020-06-16,26485,26182,303,5024279,60,,,,
35,Alabama,2020-06-17,27034,26485,549,5024279,109,,,,
35,Alabama,2020-06-18,27941,27034,907,5024279,181,,,,
35,Alabama,2020-06-19,28676,27941,735,5024279,146,,,,
35,Alabama,2020-06-20,29225,28676,549,5024279,109,,,,
35,Alabama,2020-06-21,29683,29225,458,5024279,91,,,,
35,Alabama,2020-06-22,30122,29683,439,5024279,87,,,,
35,Alabama,2020-06-23,30771,30122,649,5024279,129,,,,
35,Alabama,2020-06-24,31889,30771,1118,5024279,223,,,,
35,Alabama,2020-06-25,32878,31889,989,5024279,197,,,,
35,Alabama,2020-06-26,33880,32878,1002,5024279,199,,,,
35,Alabama,2020-06-27,34903,33880,1023,5024279,204,,,,
35,Alabama,2020-06-28,35083,34903,180,5024279,36,,,,
35,Alabama,2020-06-29,36503,35083,1420,5024279,283,,,,
35,Alabama,2020-06-30,37589,36503,1086,5024279,216,,,,
35,Alabama,2020-07-01,38477,37589,888,5024279,177,,,,
35,Alabama,2020-07-02,39647,38477,1170,5024279,233,,,,
35,Alabama,2020-07-03,41340,39647,1693,5024279,337,,,,
35,Alabama,2020-07-04,42255,41340,915,5024279,182,,,,
35,Alabama,2020-07-05,43216,42255,961,5024279,191,,,,
35,Alabama,2020-07-06,44022,43216,806,5024279,160,,,,
35,Alabama,2020-07-07,44932,44022,910,5024279,181,,,,
35,Alabama,2020-07-08,46348,44932,1416,5024279,282,,,,
35,Alabama,2020-07-09,48149,46348,1801,5024279,358,,,,
35,Alabama,2020-07-10,49695,48149,1546,5024279,308,,,,
35,Alabama,2020-07-11,51329,49695,1634,5024279,325,,,,
35,Alabama,2020-07-12,52802,51329,1473,5024279,293,,,,
35,Alabama,2020-07-13,54781,52802,1979,5024279,394,,,,
35,Alabama,2020-07-14,56168,54781,1387,5024279,276,,,,
35,Alabama,2020-07-15,58284,56168,2116,5024279,421,,,,
35,Alabama,2020-07-16,60194,58284,1910,5024279,380,,,,
35,Alabama,2020-07-17,62128,60194,1934,5024279,385,,,,
35,Alabama,2020-07-18,64152,62128,2024,5024279,403,,,,
35,Alabama,2020-07-19,66181,64152,2029,5024279,404,,,,
35,Alabama,2020-07-20,67733,66181,1552,5024279,309,,,,
35,Alabama,2020-07-21,69236,67733,1503,5024279,299,,,,
35,Alabama,2020-07-22,70600,69236,1364,5024279,271,,,,
35,Alabama,2020-07-23,72594,70600,1994,5024279,397,,,,
35,Alabama,2020-07-24,74685,72594,2091,5024279,416,,,,
35,Alabama,2020-07-25,76795,74685,2110,5024279,420,,,,
35,Alabama,2020-07-26,78188,76795,1393,5024279,277,,,,
35,Alabama,2020-07-27,79948,78188,1760,5024279,350,,,,
35,Alabama,2020-07-28,81256,79948,1308,5024279,260,,,,
35,Alabama,2020-07-29,82698,81256,1442,5024279,287,,,,
35,Alabama,2020-07-30,84652,82698,1954,5024279,389,,,,
35,Alabama,2020-07-31,86664,84652,2012,5024279,400,,,,
35,Alabama,2020-08-01,88266,86664,1602,5024279,319,,,,
35,Alabama,2020-08-02,90299,88266,2033,5024279,405,,,,
35,Alabama,2020-08-03,91458,90299,1159,5024279,231,,,,
35,Alabama,2020-08-04,92502,91458,1044,5024279,208,,,,
35,Alabama,2020-08-05,93457,92502,955,5024279,190,,,,
35,Alabama,2020-08-06,95323,93457,1866,5024279,371,,,,
35,Alabama,2020-08-07,97044,95323,1721,5024279,343,,,,
35,Alabama,2020-08-08,98895,97044,1851,5024279,368,,,,
35,Alabama,2020-08-09,99854,98895,959,5024279,191,,,,
35,Alabama,2020-08-10,101466,99854,1612,5024279,321,,,,
35,Alabama,2020-08-11,102391,101466,925,5024279,184,,,,
35,Alabama,2020-08-12,103485,102391,1094,5024279,218,,,,
35,Alabama,2020-08-13,104219,103485,734,5024279,146,,,,
35,Alabama,2020-08-14,104976,104219,757,5024279,151,,,,
35,Alabama,2020-08-15,106096,104976,1120,5024279,223,,,,
35,Alabama,2020-08-16,106926,106096,830,5024279,165,,,,
35,Alabama,2020-08-17,107667,106926,741,5024279,147,,,,
35,Alabama,2020-08-18,109092,107667,1425,5024279,284,,,,
35,Alabama,2020-08-19,110415,109092,1323,5024279,263,,,,
35,Alabama,2020-08-20,111696,110415,1281,5024279,255,,,,
35,Alabama,2020-08-21,112737,111696,1041,5024279,207,,,,
35,Alabama,2020-08-22,114212,112737,1475,5024279,294,,,,
35,Alabama,2020-08-23,114809,114212,597,5024279,119,,,,
35,Alabama,2020-08-24,115485,114809,676,5024279,135,,,,
35,Alabama,2020-08-25,116045,115485,560,5024279,111,,,,
35,Alabama,2020-08-26,118190,116045,2145,5024279,427,,,,
35,Alabama,2020-08-27,119904,118190,1714,5024279,341,,,,
35,Alabama,2020-08-28,121041,119904,1137,5024279,226,,,,
35,Alabama,2020-08-29,122879,121041,1838,5024279,366,,,,
35,Alabama,2020-08-30,124155,122879,1276,5024279,254,,,,
35,Alabama,2020-08-31,124944,124155,789,5024279,157,,,,
35,Alabama,2020-09-01,126500,124944,1556,5024279,310,,,,
35,Alabama,2020-09-02,127234,126500,734,5024279,146,,,,
35,Alabama,2020-09-03,128240,127234,1006,5024279,200,,,,
35,Alabama,2020-09-04,129225,128240,985,5024279,196,,,,
35,Alabama,2020-09-05,130373,129225,1148,5024279,228,,,,
35,Alabama,2020-09-06,130914,130373,541,5024279,108,,,,
35,Alabama,2020-09-07,131690,130914,776,5024279,154,,,,
35,Alabama,2020-09-08,132221,131690,531,5024279,106,,,,
35,Alabama,2020-09-09,133005,132221,784,5024279,156,,,,
35,Alabama,2020-09-10,134061,133005,1056,5024279,210,,,,
35,Alabama,2020-09-11,135138,134061,1077,5024279,214,,,,
35,Alabama,2020-09-12,136107,135138,969,5024279,193,,,,
35,Alabama,2020-09-13,137166,136107,1059,5024279,211,,,,
35,Alabama,2020-09-14,137861,137166,695,5024279,138,,,,
35,Alabama,2020-09-15,138619,137861,758,5024279,151,,,,
35,Alabama,2020-09-16,139660,138619,1041,5024279,207,,,,
35,Alabama,2020-09-17,140423,139660,763,5024279,152,,,,
35,Alabama,2020-09-18,141454,140423,1031,5024279,205,,,,
35,Alabama,2020-09-19,142768,141454,1314,5024279,262,,,,
35,Alabama,2020-09-20,143578,142768,810,5024279,161,,,,
35,Alabama,2020-09-21,144325,143578,747,5024279,149,,,,
35,Alabama,2020-09-22,145202,144325,877,5024279,175,,,,
35,Alabama,2020-09-23,145859,145202,657,5024279,131,,,,
35,Alabama,2020-09-24,146897,145859,1038,5024279,207,,,,
35,Alabama,2020-09-25,149263,146897,2366,5024279,471,,,,
35,Alabama,2020-09-26,150239,149263,976,5024279,194,,,,
35,Alabama,2020-09-27,150965,150239,726,5024279,144,,,,
35,Alabama,2020-09-28,151604,150965,639,5024279,127,,,,
35,Alabama,2020-09-29,152350,151604,746,5024279,148,,,,
35,Alabama,2020-09-30,153584,152350,1234,5024279,246,,,,
35,Alabama,2020-10-01,154772,153584,1188,5024279,236,,,,
35,Alabama,2020-10-02,155727,154772,955,5024279,190,,,,
35,Alabama,2020-10-03,157402,155727,1675,5024279,333,,,,
35,Alabama,2020-10-04,158181,157402,779,5024279,155,,,,
35,Alabama,2020-10-05,158717,158181,536,5024279,107,,,,
35,Alabama,2020-10-06,159476,158717,759,5024279,151,,,,
35,Alabama,2020-10-07,160485,159476,1009,5024279,201,,,,
35,Alabama,2020-10-08,161085,160485,600,5024279,119,,,,
35,Alabama,2020-10-09,162683,161085,1598,5024279,318,,,,
35,Alabama,2020-10-10,163897,162683,1214,5024279,242,,,,
35,Alabama,2020-10-11,164698,163897,801,5024279,159,,,,
35,Alabama,2020-10-12,165414,164698,716,5024279,143,,,,
35,Alabama,2020-10-13,166514,165414,1100,5024279,219,,,,
35,Alabama,2020-10-14,167396,166514,882,5024279,176,,,,
35,Alabama,2020-10-15,168620,167396,1224,5024279,244,,,,
35,Alabama,2020-10-16,169845,168620,1225,5024279,244,,,,
35,Alabama,2020-10-17,171157,169845,1312,5024279,261,,,,
35,Alabama,2020-10-18,172137,171157,980,5024279,195,,,,
35,Alabama,2020-10-19,173002,172137,865,5024279,172,,,,
35,Alabama,2020-10-20,174078,173002,1076,5024279,214,,,,
35,Alabama,2020-10-21,175210,174078,1132,5024279,225,,,,
35,Alabama,2020-10-22,176605,175210,1395,5024279,278,,,,
35,Alabama,2020-10-23,180437,176605,3832,5024279,763,,,,
35,Alabama,2020-10-24,182567,180437,2130,5024279,424,,,,
35,Alabama,2020-10-25,183831,182567,1264,5024279,252,,,,
35,Alabama,2020-10-26,184723,183831,892,5024279,178,,,,
35,Alabama,2020-10-27,185938,184723,1215,5024279,242,,,,
35,Alabama,2020-10-28,187267,185938,1329,5024279,265,,,,
35,Alabama,2020-10-29,188775,187267,1508,5024279,300,,,,
35,Alabama,2020-10-30,190113,188775,1338,5024279,266,,,,
35,Alabama,2020-10-31,191932,190113,1819,5024279,362,,,,
35,Alabama,2020-11-01,193613,191932,1681,5024279,335,,,,
35,Alabama,2020-11-02,194458,193613,845,5024279,168,,,,
35,Alabama,2020-11-03,195692,194458,1234,5024279,246,,,,
35,Alabama,2020-11-04,197504,195692,1812,5024279,361,,,,
35,Alabama,2020-11-05,198927,197504,1423,5024279,283,,,,
35,Alabama,2020-11-06,200528,198927,1601,5024279,319,,,,
35,Alabama,2020-11-07,202131,200528,1603,5024279,319,,,,
35,Alabama,2020-11-08,203518,202131,1387,5024279,276,,,,
35,Alabama,2020-11-09,204665,203518,1147,5024279,228,,,,
35,Alabama,2020-11-10,206523,204665,1858,5024279,370,,,,
35,Alabama,2020-11-11,206562,206523,39,5024279,8,,,,
35,Alabama,2020-11-12,208637,206562,2075,5024279,413,,,,
35,Alabama,2020-11-13,210637,208637,2000,5024279,398,,,,
35,Alabama,2020-11-14,213617,210637,2980,5024279,593,,,,
35,Alabama,2020-11-15,215843,213617,2226,5024279,443,,,,
35,Alabama,2020-11-16,217822,215843,1979,5024279,394,,,,
35,Alabama,2020-11-17,219232,217822,1410,5024279,281,,,,
35,Alabama,2020-11-18,220848,219232,1616,5024279,322,,,,
35,Alabama,2020-11-19,223486,220848,2638,5024279,525,,,,
35,Alabama,2020-11-20,225910,223486,2424,5024279,482,,,,
35,Alabama,2020-11-21,228373,225910,2463,5024279,490,,,,
35,Alabama,2020-11-22,230708,228373,2335,5024279,465,,,,
35,Alabama,2020-11-23,232506,230708,1798,5024279,358,,,,
35,Alabama,2020-11-24,234080,232506,1574,5024279,313,,,,
35,Alabama,2020-11-25,236865,234080,2785,5024279,554,,,,
35,Alabama,2020-11-26,239318,236865,2453,5024279,488,,,,
35,Alabama,2020-11-27,241957,239318,2639,5024279,525,,,,
35,Alabama,2020-11-28,242874,241957,917,5024279,183,,,,
35,Alabama,2020-11-29,244993,242874,2119,5024279,422,,,,
35,Alabama,2020-11-30,247229,244993,2236,5024279,445,,,,
35,Alabama,2020-12-01,249524,247229,2295,5024279,457,,,,
35,Alabama,2020-12-02,252900,249524,3376,5024279,672,,,,
35,Alabama,2020-12-03,256828,252900,3928,5024279,782,,,,
35,Alabama,2020-12-04,260359,256828,3531,5024279,703,,,,
35,Alabama,2020-12-05,264199,260359,3840,5024279,764,,,,
35,Alabama,2020-12-06,267589,264199,3390,5024279,675,,,,
35,Alabama,2020-12-07,269877,267589,2288,5024279,455,,,,
35,Alabama,2020-12-08,272229,269877,2352,5024279,468,,,,
35,Alabama,2020-12-09,276665,272229,4436,5024279,883,,,,
35,Alabama,2020-12-10,280187,276665,3522,5024279,701,,,,
35,Alabama,2020-12-11,284922,280187,4735,5024279,942,,,,
35,Alabama,2020-12-12,288775,284922,3853,5024279,767,,,,
35,Alabama,2020-12-13,292841,288775,4066,5024279,809,,,,
35,Alabama,2020-12-14,295631,292841,2790,5024279,555,,,,
35,Alabama,2020-12-15,297895,295631,2264,5024279,451,,,,
35,Alabama,2020-12-16,301533,297895,3638,5024279,724,,,,
35,Alabama,2020-12-17,305640,301533,4107,5024279,817,,,,
35,Alabama,2020-12-18,310335,305640,4695,5024279,934,,,,
35,Alabama,2020-12-19,315683,310335,5348,5024279,1064,,,,
35,Alabama,2020-12-20,319904,315683,4221,5024279,840,,,,
35,Alabama,2020-12-21,322452,319904,2548,5024279,507,,,,
35,Alabama,2020-12-22,324832,322452,2380,5024279,474,,,,
35,Alabama,2020-12-23,329811,324832,4979,5024279,991,,,,
35,Alabama,2020-12-24,334569,329811,4758,5024279,947,,,,
35,Alabama,2020-12-25,338801,334569,4232,5024279,842,,,,
35,Alabama,2020-12-26,342426,338801,3625,5024279,721,,,,
35,Alabama,2020-12-27,343458,342426,1032,5024279,205,,,,
35,Alabama,2020-12-28,345628,343458,2170,5024279,432,,,,
35,Alabama,2020-12-29,347897,345628,2269,5024279,452,,,,
35,Alabama,2020-12-30,351804,347897,3907,5024279,778,,,,
35,Alabama,2020-12-31,356820,351804,5016,5024279,998,,,,
35,Alabama,2021-01-01,361226,356820,4406,5024279,877,,,,
35,Alabama,2021-01-02,365747,361226,4521,5024279,900,,,,
35,Alabama,2021-01-03,369458,365747,3711,5024279,739,,,,
35,Alabama,2021-01-04,371934,369458,2476,5024279,493,,,,
35,Alabama,2021-01-05,374095,371934,2161,5024279,430,,,,
35,Alabama,2021-01-06,379593,374095,5498,5024279,1094,,,,
35,Alabama,2021-01-07,384184,379593,4591,5024279,914,,,,
35,Alabama,2021-01-08,389230,384184,5046,5024279,1004,,,,
35,Alabama,2021-01-09,394287,389230,5057,5024279,1007,,,,
35,Alabama,2021-01-10,399150,394287,4863,5024279,968,,,,
35,Alabama,2021-01-11,401900,399150,2750,5024279,547,,,,
35,Alabama,2021-01-12,404000,401900,2100,5024279,418,,,,
35,Alabama,2021-01-13,407848,404000,3848,5024279,766,,,,
35,Alabama,2021-01-14,410995,407848,3147,5024279,626,,,,
35,Alabama,2021-01-15,414583,410995,3588,5024279,714,,,,
35,Alabama,2021-01-16,417528,414583,2945,5024279,586,,,,
35,Alabama,2021-01-17,420681,417528,3153,5024279,628,,,,
35,Alabama,2021-01-18,422598,420681,1917,5024279,382,,,,
35,Alabama,2021-01-19,424028,422598,1430,5024279,285,,,,
35,Alabama,2021-01-20,426543,424028,2515,5024279,501,,,,
35,Alabama,2021-01-21,429655,426543,3112,5024279,619,,,,
35,Alabama,2021-01-22,432536,429655,2881,5024279,573,,,,
35,Alabama,2021-01-23,436087,432536,3551,5024279,707,,,,
35,Alabama,2021-01-24,439442,436087,3355,5024279,668,,,,
35,Alabama,2021-01-25,441170,439442,1728,5024279,344,,,,
35,Alabama,2021-01-26,443009,441170,1839,5024279,366,,,,
35,Alabama,2021-01-27,445909,443009,2900,5024279,577,,,,
35,Alabama,2021-01-28,449086,445909,3177,5024279,632,,,,
35,Alabama,2021-01-29,452734,449086,3648,5024279,726,,,,
35,Alabama,2021-01-30,455582,452734,2848,5024279,567,,,,
35,Alabama,2021-01-31,455582,455582,0,5024279,0,,,,
35,Alabama,2021-02-01,459639,455582,4057,5024279,807,,,,
35,Alabama,2021-02-02,460860,459639,1221,5024279,243,,,,
35,Alabama,2021-02-03,462938,460860,2078,5024279,414,,,,
35,Alabama,2021-02-04,465056,462938,2118,5024279,422,,,,
35,Alabama,2021-02-05,467823,465056,2767,5024279,551,,,,
35,Alabama,2021-02-06,469319,467823,1496,5024279,298,,,,
35,Alabama,2021-02-07,471311,469319,1992,5024279,396,,,,
35,Alabama,2021-02-08,472423,471311,1112,5024279,221,,,,
35,Alabama,2021-02-09,473348,472423,925,5024279,184,88453,,,
35,Alabama,2021-02-10,474666,473348,1318,5024279,262,95033,88453,6580,1310
35,Alabama,2021-02-11,476067,474666,1401,5024279,279,104362,95033,9329,1857
35,Alabama,2021-02-12,477570,476067,1503,5024279,299,114306,104362,9944,1979
35,Alabama,2021-02-13,478667,477570,1097,5024279,218,125553,114306,11247,2239
35,Alabama,2021-02-14,479856,478667,1189,5024279,237,133029,125553,7476,1488
35,Alabama,2021-02-15,480931,479856,1075,5024279,214,137032,133029,4003,797
35,Alabama,2021-02-16,481605,480931,674,5024279,134,137032,137032,0,0
35,Alabama,2021-02-17,482488,481605,883,5024279,176,152781,137032,15749,3135
35,Alabama,2021-02-18,483167,482488,679,5024279,135,158246,152781,5465,1088
35,Alabama,2021-02-19,484365,483167,1198,5024279,238,169339,158246,11093,2208
35,Alabama,2021-02-20,485212,484365,847,5024279,169,192304,169339,22965,4571
35,Alabama,2021-02-21,485986,485212,774,5024279,154,214512,192304,22208,4420
35,Alabama,2021-02-22,486843,485986,857,5024279,171,219639,214512,5127,1020
35,Alabama,2021-02-23,487520,486843,677,5024279,135,233073,219639,13434,2674
35,Alabama,2021-02-24,488973,487520,1453,5024279,289,239425,233073,6352,1264
35,Alabama,2021-02-25,490220,488973,1247,5024279,248,253615,239425,14190,2824
35,Alabama,2021-02-26,491110,490220,890,5024279,177,268465,253615,14850,2956
35,Alabama,2021-02-27,491849,491110,739,5024279,147,286095,268465,17630,3509
35,Alabama,2021-02-28,492683,491849,834,5024279,166,307868,286095,21773,4334
35,Alabama,2021-03-01,493252,492683,569,5024279,113,313290,307868,5422,1079
35,Alabama,2021-03-02,493769,493252,517,5024279,103,316073,313290,2783,554
35,Alabama,2021-03-03,494421,493769,652,5024279,130,330046,316073,13973,2781
35,Alabama,2021-03-04,497154,494421,2733,5024279,544,346841,330046,16795,3343
35,Alabama,2021-03-05,498076,497154,922,5024279,184,365456,346841,18615,3705
35,Alabama,2021-03-06,498887,498076,811,5024279,161,383078,365456,17622,3507
35,Alabama,2021-03-07,499411,498887,524,5024279,104,402061,383078,18983,3778
35,Alabama,2021-03-08,499819,499411,408,5024279,81,406723,402061,4662,928
35,Alabama,2021-03-09,500092,499819,273,5024279,54,409937,406723,3214,640
35,Alabama,2021-03-10,500616,500092,524,5024279,104,420083,409937,10146,2019
35,Alabama,2021-03-11,501398,500616,782,5024279,156,435018,420083,14935,2973
35,Alabama,2021-03-12,502263,501398,865,5024279,172,452746,435018,17728,3528
35,Alabama,2021-03-13,502711,502263,448,5024279,89,472325,452746,19579,3897
35,Alabama,2021-03-14,503305,502711,594,5024279,118,492755,472325,20430,4066
35,Alabama,2021-03-15,503673,503305,368,5024279,73,497653,492755,4898,975
35,Alabama,2021-03-16,508229,503673,4556,5024279,907,501344,497653,3691,735
35,Alabama,2021-03-17,508717,508229,488,5024279,97,511869,501344,10525,2095
35,Alabama,2021-03-18,509476,508717,759,5024279,151,523649,511869,11780,2345
35,Alabama,2021-03-19,510048,509476,572,5024279,114,533375,523649,9726,1936
35,Alabama,2021-03-20,510579,510048,531,5024279,106,547257,533375,13882,2763
35,Alabama,2021-03-21,511087,510579,508,5024279,101,561254,547257,13997,2786
35,Alabama,2021-03-22,511460,511087,373,5024279,74,566632,561254,5378,1070
35,Alabama,2021-03-23,511779,511460,319,5024279,63,569127,566632,2495,497
35,Alabama,2021-03-24,511789,511779,10,5024279,2,579598,569127,10471,2084
35,Alabama,2021-03-25,512711,511789,922,5024279,184,589979,579598,10381,2066
35,Alabama,2021-03-26,513138,512711,427,5024279,85,600666,589979,10687,2127
35,Alabama,2021-03-27,513580,513138,442,5024279,88,611694,600666,11028,2195
35,Alabama,2021-03-28,514072,513580,492,5024279,98,623385,611694,11691,2327
35,Alabama,2021-03-29,514391,514072,319,5024279,63,628500,623385,5115,1018
35,Alabama,2021-03-30,514619,514391,228,5024279,45,631388,628500,2888,575
35,Alabama,2021-03-31,514980,514619,361,5024279,72,643450,631388,12062,2401
35,Alabama,2021-04-01,515388,514980,408,5024279,81,656899,643450,13449,2677
35,Alabama,2021-04-02,515866,515388,478,5024279,95,673773,656899,16874,3358
35,Alabama,2021-04-03,516266,515866,400,5024279,80,691082,673773,17309,3445
35,Alabama,2021-04-04,516615,516266,349,5024279,69,705197,691082,14115,2809
35,Alabama,2021-04-05,516809,516615,194,5024279,39,709849,705197,4652,926
35,Alabama,2021-04-06,516918,516809,109,5024279,22,711596,709849,1747,348
35,Alabama,2021-04-07,517114,516918,196,5024279,39,725270,711596,13674,2722
35,Alabama,2021-04-08,517452,517114,338,5024279,67,744961,725270,19691,3919
35,Alabama,2021-04-09,517916,517452,464,5024279,92,764450,744961,19489,3879
35,Alabama,2021-04-10,518234,517916,318,5024279,63,788325,764450,23875,4752
35,Alabama,2021-04-11,518588,518234,354,5024279,70,811323,788325,22998,4577
35,Alabama,2021-04-12,518899,518588,311,5024279,62,819550,811323,8227,1637
35,Alabama,2021-04-13,519071,518899,172,5024279,34,824052,819550,4502,896
35,Alabama,2021-04-14,520503,519071,1432,5024279,285,844353,824052,20301,4041
35,Alabama,2021-04-15,520780,520503,277,5024279,55,893002,844353,48649,9683
35,Alabama,2021-04-16,521201,520780,421,5024279,84,915654,893002,22652,4509
35,Alabama,2021-04-17,521623,521201,422,5024279,84,935377,915654,19723,3926
35,Alabama,2021-04-18,522131,521623,508,5024279,101,943129,935377,7752,1543
35,Alabama,2021-04-19,522401,522131,270,5024279,54,946333,943129,3204,638
35,Alabama,2021-04-20,522512,522401,111,5024279,22,966251,946333,19918,3964
35,Alabama,2021-04-21,523955,522512,1443,5024279,287,987379,966251,21128,4205
35,Alabama,2021-04-22,524367,523955,412,5024279,82,1010415,987379,23036,4585
35,Alabama,2021-04-23,525049,524367,682,5024279,136,1033996,1010415,23581,4693
35,Alabama,2021-04-24,525477,525049,428,5024279,85,1054863,1033996,20867,4153
35,Alabama,2021-04-25,525898,525477,421,5024279,84,1062524,1054863,7661,1525
35,Alabama,2021-04-26,526131,525898,233,5024279,46,1066659,1062524,4135,823
35,Alabama,2021-04-27,526348,526131,217,5024279,43,1079815,1066659,13156,2618
35,Alabama,2021-04-28,526707,526348,359,5024279,71,1098820,1079815,19005,3783
35,Alabama,2021-04-29,527083,526707,376,5024279,75,1121348,1098820,22528,4484
35,Alabama,2021-04-30,527513,527083,430,5024279,86,1143488,1121348,22140,4407
35,Alabama,2021-05-01,527922,527513,409,5024279,81,1161725,1143488,18237,3630
35,Alabama,2021-05-02,528309,527922,387,5024279,77,1165479,1161725,3754,747
35,Alabama,2021-05-03,528597,528309,288,5024279,57,1168235,1165479,2756,549
35,Alabama,2021-05-04,528784,528597,187,5024279,37,1168235,1168235,0,0
35,Alabama,2021-05-05,528784,528784,0,5024279,0,1199064,1168235,30829,6136
35,Alabama,2021-05-06,529446,528784,662,5024279,132,1201303,1199064,2239,446
35,Alabama,2021-05-07,530011,529446,565,5024279,112,1240335,1201303,39032,7769
35,Alabama,2021-05-08,530325,530011,314,5024279,62,1263965,1240335,23630,4703
35,Alabama,2021-05-09,530744,530325,419,5024279,83,1270858,1263965,6893,1372
35,Alabama,2021-05-10,530988,530744,244,5024279,49,1273670,1270858,2812,560
35,Alabama,2021-05-11,531094,530988,106,5024279,21,1273999,1273670,329,65
35,Alabama,2021-05-12,531404,531094,310,5024279,62,1286565,1273999,12566,2501
35,Alabama,2021-05-13,531751,531404,347,5024279,69,1314534,1286565,27969,5567
35,Alabama,2021-05-14,532895,531751,1144,5024279,228,1334176,1314534,19642,3909
35,Alabama,2021-05-15,537813,532895,4918,5024279,979,1348023,1334176,13847,2756
35,Alabama,2021-05-16,539829,537813,2016,5024279,401,1350649,1348023,2626,523
35,Alabama,2021-05-17,540083,539829,254,5024279,51,1350830,1350649,181,36
35,Alabama,2021-05-18,540267,540083,184,5024279,37,1362380,1350830,11550,2299
35,Alabama,2021-05-19,540603,540267,336,5024279,67,1362834,1362380,454,90
35,Alabama,2021-05-20,540891,540603,288,5024279,57,1382327,1362834,19493,3880
